DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEP_TIME,DEP_DEL15,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE,Unnamed: 21,ARR_DELAY,IS_DELAYED,DELAY_CATEGORY
13,7,20363,5057,10397,1039707,10781,1078105,801.0,0.0,834.0,0.0,0.0,0.0,448.0,0.0,-15.455868059066015,0.0,0
3,4,19393,4739,11433,1143302,13232,1323202,1836.0,1.0,1834.0,1.0,0.0,0.0,228.0,0.0,69.95422466131008,1.0,3
3,4,20397,5241,11057,1105703,12448,1244807,1824.0,0.0,1950.0,0.0,0.0,0.0,562.0,0.0,1.6358531502830032,0.0,1
30,3,20366,4441,11618,1161802,14524,1452401,2205.0,1.0,2349.0,1.0,0.0,0.0,277.0,0.0,53.81747864744658,1.0,2
11,5,20409,81,12478,1247805,14570,1457002,1857.0,0.0,2202.0,0.0,0.0,0.0,2411.0,0.0,13.73019372244323,0.0,1
2,3,19977,1980,13204,1320402,11618,1161802,1625.0,0.0,1859.0,0.0,0.0,0.0,937.0,0.0,13.310128272395005,0.0,1
18,5,20452,4360,12953,1295304,14730,1473003,2153.0,1.0,4.0,1.0,0.0,0.0,659.0,0.0,42.185358765837876,1.0,2
8,2,19805,2747,11298,1129806,10721,1072102,658.0,0.0,1126.0,0.0,0.0,0.0,1562.0,0.0,-7.6238172348426545,0.0,0
23,3,19977,2395,13930,1393007,12889,1288903,757.0,0.0,1005.0,0.0,0.0,0.0,1514.0,0.0,-16.460476058245366,0.0,0
7,1,19393,2111,11292,1129202,13796,1379608,1829.0,1.0,2009.0,0.0,0.0,0.0,957.0,0.0,-17.182177753013956,0.0,0
17,4,19805,2812,11298,1129806,13930,1393007,510.0,0.0,736.0,0.0,0.0,0.0,801.0,0.0,-28.340087369046024,0.0,0
2,3,20378,6258,11433,1143302,12264,1226402,2159.0,1.0,2354.0,1.0,0.0,0.0,383.0,0.0,79.39469073390927,1.0,3
7,1,19393,1569,13232,1323202,11057,1105703,1431.0,1.0,1703.0,1.0,0.0,0.0,584.0,0.0,68.27861841580159,1.0,3
28,1,19930,1926,14771,1477104,12892,1289208,1152.0,0.0,1325.0,0.0,0.0,0.0,337.0,0.0,-27.68345619375048,0.0,0
25,5,20304,5473,13851,1385103,11292,1129202,1637.0,0.0,1749.0,0.0,0.0,0.0,495.0,0.0,-17.460909109352485,0.0,0
7,1,19977,2183,13930,1393007,11337,1133703,2118.0,0.0,2238.0,0.0,0.0,0.0,397.0,0.0,10.871964868499417,0.0,1
27,7,19393,3047,10821,1082106,11057,1105703,1855.0,0.0,2028.0,0.0,0.0,0.0,361.0,0.0,-19.21971491998624,0.0,0
30,3,19790,1842,13487,1348702,14908,1490803,1130.0,1.0,1301.0,0.0,0.0,0.0,1522.0,0.0,-23.479730755894963,0.0,0
28,1,20304,2988,14107,1410702,16218,1621802,1612.0,0.0,1700.0,0.0,0.0,0.0,160.0,0.0,-7.974625787509664,0.0,0
19,6,19977,802,13871,1387102,11292,1129202,612.0,0.0,724.0,0.0,0.0,0.0,472.0,0.0,14.354270434977032,0.0,1
30,3,19790,1786,12278,1227805,10397,1039707,542.0,0.0,841.0,0.0,0.0,0.0,782.0,0.0,-19.107512781982482,0.0,0
6,7,19393,4940,10397,1039707,12889,1288903,1153.0,1.0,1310.0,1.0,0.0,0.0,1747.0,0.0,85.90209693021137,1.0,3
24,4,19393,669,14679,1467903,14771,1477104,1102.0,0.0,1241.0,0.0,0.0,0.0,447.0,0.0,4.272882689792291,0.0,1
18,5,20363,5489,11433,1143302,11423,1142307,908.0,1.0,1020.0,1.0,0.0,0.0,534.0,0.0,40.71430457520957,1.0,2
23,3,19930,1792,14771,1477104,14747,1474703,1609.0,0.0,1833.0,0.0,0.0,0.0,679.0,0.0,2.769735687533681,0.0,1
6,7,20304,3697,12953,1295304,13198,1319801,1050.0,0.0,1313.0,0.0,0.0,0.0,1107.0,0.0,-13.449759027633604,0.0,0
7,1,20416,217,12266,1226603,12892,1289208,556.0,0.0,744.0,0.0,0.0,0.0,1379.0,0.0,-1.5462376232889237,0.0,0
2,3,19805,1990,12451,1245102,14100,1410005,1331.0,0.0,1536.0,0.0,0.0,0.0,742.0,0.0,-1.4911630157597382,0.0,0
14,1,20304,5337,12892,1289208,13476,1347605,1224.0,1.0,1331.0,1.0,0.0,0.0,266.0,0.0,71.72056714377489,1.0,3
2,3,20363,5102,10397,1039707,12217,1221702,1619.0,0.0,1617.0,0.0,0.0,0.0,151.0,0.0,-25.936960347551626,0.0,0
4,5,19930,125,14057,1405702,10299,1029906,1941.0,0.0,2215.0,0.0,0.0,0.0,1542.0,0.0,7.588612301515709,0.0,1
21,1,19790,2830,12478,1247805,14027,1402702,800.0,0.0,1049.0,0.0,0.0,0.0,1028.0,0.0,-15.564897076271887,0.0,0
11,5,20304,5187,11292,1129202,11057,1105703,958.0,0.0,1534.0,1.0,0.0,0.0,1337.0,0.0,35.39792508158484,1.0,2
13,7,20398,3389,11193,1119302,13930,1393007,1000.0,0.0,1136.0,1.0,0.0,0.0,264.0,0.0,20.240614721695447,1.0,2
11,5,19393,277,11433,1143302,10821,1082106,534.0,0.0,741.0,1.0,0.0,0.0,409.0,0.0,77.45286609157715,1.0,3
22,2,20304,5917,11292,1129202,10693,1069302,1739.0,0.0,2117.0,0.0,0.0,0.0,1014.0,0.0,0.49039628290270865,0.0,1
21,1,19790,2945,11433,1143302,12953,1295304,1801.0,0.0,1950.0,0.0,0.0,0.0,502.0,0.0,-29.25354769824647,0.0,0
21,1,20304,5343,11292,1129202,10372,1037205,952.0,0.0,1046.0,0.0,0.0,0.0,125.0,0.0,-6.955812376532356,0.0,0
16,3,19393,188,13871,1387102,14107,1410702,607.0,0.0,802.0,0.0,0.0,0.0,1037.0,0.0,-19.807690116092793,0.0,0
12,6,20304,3651,12892,1289208,15376,1537604,1919.0,0.0,2137.0,0.0,0.0,0.0,451.0,0.0,-0.9672244315747563,0.0,0
25,5,19393,2260,11259,1125904,13198,1319801,2058.0,1.0,2220.0,1.0,0.0,0.0,461.0,0.0,34.13410861651911,1.0,2
23,3,19393,2040,11259,1125904,14107,1410702,920.0,0.0,1048.0,0.0,0.0,0.0,879.0,0.0,1.0921982146109677,0.0,1
19,6,19393,3242,10423,1042302,15304,1530402,1142.0,0.0,1444.0,0.0,0.0,0.0,928.0,0.0,-12.596909416475818,0.0,0
4,5,20452,3477,10423,1042302,11618,1161802,1949.0,0.0,26.0,0.0,0.0,0.0,1504.0,0.0,12.152849493153054,0.0,1
2,3,19805,445,12892,1289208,14107,1410702,1012.0,0.0,1242.0,1.0,0.0,0.0,370.0,0.0,30.302178191183298,1.0,2
19,6,19977,313,11292,1129202,12266,1226603,1356.0,0.0,1710.0,0.0,0.0,0.0,862.0,0.0,-14.652014202738368,0.0,0
30,3,19805,1138,14908,1490803,14107,1410702,1624.0,0.0,1840.0,0.0,0.0,0.0,338.0,0.0,-24.893691544173493,0.0,0
5,6,19790,1088,12478,1247805,11697,1169706,815.0,0.0,1130.0,0.0,0.0,0.0,1069.0,0.0,11.611212822535325,0.0,1
25,5,19977,1803,14843,1484306,11618,1161802,158.0,0.0,447.0,0.0,0.0,0.0,1608.0,0.0,9.480270902144145,0.0,1
13,7,20409,280,12954,1295407,12889,1288903,911.0,0.0,1023.0,0.0,0.0,0.0,231.0,0.0,-18.392626752817996,0.0,0
13,7,19805,1241,14747,1474703,11298,1129806,529.0,0.0,1123.0,0.0,0.0,0.0,1660.0,0.0,-0.30071792846194323,0.0,0
22,2,19790,1245,13303,1330303,10397,1039707,605.0,0.0,756.0,0.0,0.0,0.0,594.0,0.0,6.774999009054713,0.0,1
